	words	loglike
582	abgeschlossene	1.3532464411496092
583	abgeschlossenen	4.05973932344881
584	abgeschlossener	1.128654403443786
585	abgeschlossenes	
586	abgeschlossenheit	0.42059795181709037
587	abgeschmackt	0.0641829466112811
588	abgeschmeckt	27.12829318631765
589	abgeschmettert	0.2012311729312639
590	abgeschminkt	
591	abgeschnallt	2.904728198163319
592	abgeschnitten	0.02154780007792989
593	abgeschnittene	
594	abgeschnittenen	
595	abgeschnürt	0.5809259854036695
596	abgeschoben	3.0745024365425655
597	abgeschossen	9.26000356988462
598	abgeschossene	
599	abgeschossenen	
600	abgeschottet	3.141124837538306
601	abgeschotteten	
602	abgeschraubt	2.7706523348812455
603	abgeschreckt	0.09088355961284633
604	abgeschrieben	3.6340566366639724
605	abgeschritten	1.6943102676377806
606	abgeschwatzt	0.06707705764375754
607	abgeschweift	0.42059795181709037
608	abgeschworen	0.13415411528751509
609	abgeschwächt	
610	abgeschätzt	
611	abgeschöpft	
612	abgeschüttelt	6.314648295976659
613	abgesegnet	0.37361095642213393
614	abgesehen	55.50580220891385
615	abgeseilt	0.2785351404201716
616	abgesenkt	
617	abgesessen	6.203055433288558
618	abgesetzt	6.461974182489428
619	abgesetzten	
620	abgesichert	5.711725508403603
621	abgesicherte	
622	abgesicherten	0.9448626140266274
623	abgesondert	0.7455143873171557
624	abgespalten	0.06707705764375754
625	abgespannt	0.024736379987470247
626	abgespart	2.536852007999588
627	abgespeichert	1.8897252280532548
628	abgespeist	1.795244903908109
629	abgesperrt	10.825971529196874
630	abgesperrte	
631	abgesperrten	
632	abgespielt	0.8638624171123119
633	abgesplittert	1.6943102676377806
634	abgesplitterten	0.0641829466112811
635	abgespreizt	
636	abgespreizten	0.2785351404201716
637	abgesprengt	0.4745188733667056
638	abgesprochen	1.9143422364875011
639	abgesprochene	
640	abgesprochenen	
641	abgesprungen	0.0918888529898525
642	abgespult	0.42059795181709037
643	abgespurt	
644	abgestanden	4.491781279710856
645	abgestandene	0.9973788461345179
646	abgestandenem	1.3532464411496092
647	abgestandenen	0.15881939782336463
648	abgestandener	0.06707705764375754
649	abgestandenes	0.01137369645782385
650	abgestattet	9.77972843341607
651	abgestaubt	0.4745188733667056
652	abgesteckt	1.3339080543248745
653	abgesteckten	0.0641829466112811
654	abgestellt	3.7568799657444174
655	abgestellte	
656	abgestellten	26.747017578506103
657	abgestellter	
658	abgestelltes	
659	abgestempelt	3.5189495003084046
660	abgestiegen	1.374101632554222
661	abgestimmt	0.02506730224791598
662	abgestimmte	
663	abgestimmten	
664	abgestochen	0.8411959036341807
665	abgestoppt	
666	abgestorben	4.58604125861776
667	abgestorbene	1.795244903908109
668	abgestorbenen	1.795244903908109
669	abgestorbener	
670	abgestoßen	4.373917536425255
671	abgestoßenen	
672	abgestrahlt	
673	abgestrahlte	
674	abgestrahlten	
675	abgestreift	0.5319882695198022
676	abgestritten	0.09132251465527119
677	abgestumpft	0.2012311729312639
678	abgestumpften	
679	abgestürzt	11.818162432772596
680	abgestürzte	
681	abgestürzten	4.052948102894162
682	abgestützt	7.118701591749893
683	abgestützten	0.0641829466112811
684	abgesucht	0.002386428367398774
685	abgesunken	0.5570702808403432
686	abgesägt	0.42059795181709037
687	abgesägte	
688	abgesägten	
689	abgetakelte	
690	abgetakelten	
691	abgetan	1.5699428253692673
692	abgetastet	
693	abgetaucht	9.267634078283052
694	abgeteilt	0.008245459995823434
695	abgeteilten	0.0012082495438824337
696	abgetragen	3.049871600108137
697	abgetragene	1.795244903908109
698	abgetragenen	0.26830823057503017
699	abgetragener	
700	abgetrennt	11.608441367797536
701	abgetrennte	2.7530388678813393
702	abgetrennten	5.2578196196223965
703	abgetreten	1.5129267298295406
704	abgetretene	
705	abgetretenen	
706	abgetretener	
707	abgetrieben	3.0745024365425655
708	abgetrocknet	0.04632334826919782
709	abgetropft	2.536852007999588
710	abgetrotzt	1.6943102676377806
711	abgetupft	
712	abgetötet	0.15881939782336463
713	abgeurteilt	
714	abgewandelt	0.22712853979149827
715	abgewandelter	
716	abgewandert	
717	abgewandt	1.2613793741572419
718	abgewandtem	0.0227473929156477
719	abgewandten	
720	abgewartet	0.017848307202690927
721	abgewaschen	16.489538051997318
722	abgewechselt	
723	abgewehrt	0.18650338318498827
724	abgewendet	1.671210842521031
725	abgewetzt	0.2785351404201716
726	abgewetzte	3.5189495003084046
727	abgewetzten	4.768224057372334
728	abgewetzter	
729	abgewetztes	0.22712853979149827
730	abgewichen	0.06816777341572999
731	abgewickelt	3.571347419563523
732	abgewiesen	9.312485746553993
733	abgewimmelt	0.16489241571054136
734	abgewinkelt	0.15881939782336463
735	abgewinkt	0.1925488398338444
736	abgewinnen	0.6066072057321694
737	abgewischt	0.20450332024718976
738	abgewogen	0.16489241571054136
739	abgeworben	0.9440740022965812
740	abgeworfen	0.024736379987470247
741	abgewrackt	
742	abgewrackten	
743	abgewunken	0.22712853979149827
744	abgewälzt	
745	abgewöhnen	0.47922157391745523
746	abgewöhnt	4.290863038542991
747	abgewürgt	0.31763879564672926
748	abgezapft	0.01137369645782385
749	abgezehrt	
750	abgezeichnet	0.4360756362788396
751	abgezirkelt	
752	abgezirkelten	
753	abgezockt	
754	abgezogen	4.926458714254984
755	abgezweigt	4.046781070402735
756	abgeändert	
757	abgibst	5.389267869962581
